Id,Region,Product,Year,Sales,Profit,Quantity
10616,Southwest,HardDrive,2021,12853.56,2952.43,41
10617,Northeast,CPU,2020,10312.87,1901.98,48
10618,South,Phone,2020,15486.12,3762.01,11
10619,South,Phone,2024,25738.66,6392.71,27
10620,Southeast,Switch,2020,2799.56,447.07,44
10621,Northeast,SSD,2020,9816.53,2147.64,27
10622,South,Phone,2020,14851.33,3477.26,47
10623,West,SSD,2023,11765.78,2838.05,68
10624,West,SSD,2022,7243.79,1612.3,70
10625,Southeast,Monitor,2024,19838.68,4616.75,56
10626,North,Laptop,2021,25843.56,4384.74,59
10627,Northeast,HardDrive,2020,9431.65,1474.87,88
10628,North,Modem,2023,6218.81,1412.24,87
10629,East,Switch,2020,3745.55,829.37,70
10630,Central,Webcam,2022,5465.57,941.26,27
10631,North,Tablet,2023,28428.51,5995.8,38
10632,Central,Phone,2023,18375.57,2886.44,43
10633,South,Phone,2022,15461.11,2470.23,35
10634,Northeast,Headphones,2024,7316.19,1280.43,165
10635,Central,Laptop,2020,38331.73,9130.82,45
10636,Southwest,Switch,2024,3571.42,827.24,76
10637,East,Webcam,2022,4283.71,715.05,87
10638,West,Tablet,2022,9350.81,1531.91,12
10639,Southeast,CPU,2020,4441.72,1096.62,94
10640,Central,Headphones,2024,5161.25,1159.74,130
10641,North,Monitor,2020,16311.21,3542.52,46
10642,Central,Monitor,2022,33469.52,7331.08,13
10643,North,CPU,2022,4118.35,958.28,53
10644,South,CPU,2021,10901.09,1957.56,67
10645,South,Monitor,2020,30488.71,7276.17,55
10646,Northwest,Laptop,2021,17470.61,2748.59,36
10647,West,Scanner,2023,6066.21,1184.73,73
10648,East,GPU,2023,8395.51,1586.14,97
10649,West,Laptop,2023,10703.69,2425.4,41
10650,Southeast,Phone,2020,24446.37,5972.09,40
10651,North,Mouse,2023,8498.74,1489.78,150
10652,Central,Phone,2024,27565.55,4964.67,52
10653,Northwest,Router,2021,7152.5,1439.74,78
10654,West,Monitor,2020,11459.71,2138.16,56
10655,East,Speaker,2024,4303.23,783.07,57
10656,Central,Camera,2020,13292.24,2706.87,67
10657,Southwest,Keyboard,2021,4218.1,725.21,110
10658,East,GPU,2020,14425.06,2784.87,86
10659,Central,Router,2023,3802.65,621.08,87
10660,North,Monitor,2024,28970.45,6098.05,16
10661,Northwest,GPU,2020,12328.54,2535.92,60
10662,East,HardDrive,2023,13426.15,2495.85,40
10663,Northwest,Speaker,2020,4768.17,1172.0,74
10664,South,Camera,2021,6108.35,1405.11,70
10665,West,Phone,2021,10403.27,2229.11,16
10666,Northwest,CPU,2024,4474.67,1024.39,47
10667,North,HardDrive,2021,11644.38,2675.96,96
10668,Southwest,Modem,2020,5347.18,1313.29,75
10669,Northwest,SSD,2020,7870.32,1479.36,32
10670,Central,Keyboard,2023,9083.03,1732.13,143
10671,Northwest,Mouse,2020,4016.75,667.42,78
10672,East,Modem,2020,7233.15,1186.66,65
10673,South,GPU,2023,16221.83,3417.51,71
10674,East,Modem,2021,2157.73,426.12,52
10675,East,RAM,2022,2247.18,453.84,31
10676,Northwest,SSD,2022,2828.92,577.63,34
10677,East,Laptop,2023,10757.87,2019.84,40
10678,West,HardDrive,2020,4179.3,885.43,84
10679,Northwest,HardDrive,2020,14590.62,2956.59,97
10680,East,HardDrive,2024,5490.5,903.35,65
10681,Southeast,Camera,2021,23587.82,3719.07,82
10682,West,Switch,2024,4764.21,841.34,35
10683,Northeast,Keyboard,2020,5853.73,1349.87,67
10684,North,CPU,2020,16746.17,3703.9,81
10685,Northwest,Speaker,2023,6862.65,1160.55,92
10686,Southeast,Headphones,2023,4570.78,972.68,108
10687,East,Switch,2022,2397.4,459.13,77
10688,Northwest,Headphones,2020,1504.22,245.63,101
10689,Northeast,Tablet,2023,28162.14,4898.39,12
10690,Northwest,Keyboard,2023,2226.29,441.98,161
10691,Central,HardDrive,2024,18695.08,3379.29,75
10692,North,Speaker,2023,3965.18,641.45,30
10693,North,Router,2023,5413.94,836.11,39
10694,Northwest,Tablet,2024,16157.06,2750.42,56
10695,Northeast,Switch,2020,5790.39,912.66,53
10696,Southeast,Laptop,2023,21499.14,5125.48,50
10697,Northeast,CPU,2022,11404.62,1943.35,71
10698,West,Tablet,2023,14901.45,2942.78,11
10699,Northeast,Scanner,2021,2456.41,545.32,21
10700,East,HardDrive,2024,8758.51,2140.71,43
10701,Central,Mouse,2023,7987.74,1958.18,135
10702,Central,Webcam,2024,6295.71,978.6,38
10703,West,Laptop,2023,30005.76,4630.12,31
10704,Southwest,Scanner,2020,5703.49,1112.28,59
10705,South,Webcam,2024,4354.63,791.76,36
10706,Central,Laptop,2024,30059.07,7022.85,30
10707,Northeast,Laptop,2023,17888.07,3425.17,29
10708,Southwest,Camera,2024,9103.89,1870.79,35
10709,Southwest,Scanner,2021,7014.35,1677.12,56
10710,West,Router,2022,3460.88,546.56,29
10711,Southwest,Mouse,2020,5329.45,872.96,159
10712,Northeast,Switch,2023,5800.24,1113.61,37
10713,Central,Camera,2022,10461.72,2393.33,28
10714,Central,SSD,2020,14421.63,3528.51,66
10715,Southeast,Router,2020,3178.86,525.16,34
10716,South,CPU,2021,14344.16,2817.67,66
10717,Northwest,Printer,2020,11346.74,2512.31,80
10718,Southwest,HardDrive,2020,12351.65,2233.56,80
10719,South,RAM,2023,5563.96,869.98,97
10720,North,Printer,2020,25195.15,6087.04,37
10721,Southeast,Camera,2022,15581.54,2494.6,43
10722,Northwest,Mouse,2024,2999.97,628.67,96
10723,South,Tablet,2022,31699.49,5816.82,31
10724,West,Tablet,2022,10114.27,1946.04,35
10725,East,Mouse,2023,6540.42,1237.47,61
10726,North,Tablet,2024,30273.4,5460.56,14
10727,South,Monitor,2021,8290.73,1271.58,60
10728,Southwest,Keyboard,2022,4274.69,749.9,88
10729,Northwest,Modem,2020,5545.31,1327.07,59
10730,Northeast,Tablet,2024,24071.73,4309.4,37
10731,Southeast,SSD,2020,10603.72,2314.24,99
10732,Northeast,Tablet,2023,8020.99,1906.45,57
10733,Southeast,Webcam,2022,7163.09,1272.55,32
10734,West,HardDrive,2021,10122.13,1647.5,46
10735,South,Scanner,2022,5909.33,1445.22,73
10736,Southwest,SSD,2020,5767.27,1077.08,89
10737,Northeast,CPU,2024,9281.63,2142.88,43
10738,Southwest,Webcam,2023,1372.59,253.43,37
10739,Southeast,Scanner,2022,2743.57,630.88,99
10740,North,RAM,2020,7589.93,1171.42,96
10741,Southwest,Phone,2024,12669.01,2314.03,60
10742,Southwest,Keyboard,2021,3419.3,784.03,52
10743,North,Headphones,2023,3813.83,896.54,87
10744,South,Tablet,2020,29031.79,6139.88,42
10745,Southwest,Mouse,2020,6781.59,1333.78,133
10746,Northwest,Keyboard,2022,4108.19,752.03,85
10747,West,CPU,2022,10300.57,2465.77,98
10748,South,Scanner,2022,4991.55,935.45,20
10749,Northeast,Monitor,2024,28053.26,4289.19,30
10750,North,Webcam,2023,1453.56,337.43,69
10751,Southwest,Tablet,2022,9130.88,1458.2,25
10752,North,SSD,2023,4072.25,611.15,40
10753,Central,Switch,2023,5841.97,1241.02,73
10754,Southeast,RAM,2023,5606.32,1367.6,31
10755,North,SSD,2020,16268.99,2548.36,80
10756,East,CPU,2024,10599.69,1776.47,87
10757,Northeast,Webcam,2020,3997.12,778.64,45
10758,Central,Headphones,2022,9105.25,1765.59,69
10759,North,Mouse,2021,7777.23,1433.14,176
10760,North,Speaker,2024,3517.99,866.79,59
10761,Central,Camera,2023,17154.92,2674.26,46
10762,Southwest,RAM,2022,2625.45,619.44,43
10763,Southeast,Router,2021,4406.15,948.32,49
10764,Central,Keyboard,2020,8929.52,1657.37,118
10765,South,Router,2022,1444.31,338.26,47
10766,West,Laptop,2022,14455.18,3215.2,46
10767,Southwest,Webcam,2020,3108.02,585.92,91
10768,East,Modem,2021,3859.78,957.88,51
10769,West,Mouse,2020,6004.2,989.43,89
10770,Central,Keyboard,2020,5835.11,1089.79,99
10771,Southwest,HardDrive,2021,4904.64,1124.92,40
10772,South,Monitor,2022,11476.89,2518.86,47
10773,East,Switch,2024,3021.42,627.79,83
10774,North,HardDrive,2021,16043.19,2990.38,49
10775,South,Laptop,2021,33081.76,6743.88,59
10776,Southeast,SSD,2023,5566.62,999.17,38
10777,West,Laptop,2023,17958.65,3500.66,30
10778,West,Modem,2023,1272.0,223.05,39
10779,East,Webcam,2023,2849.06,531.03,75
10780,North,Headphones,2020,2519.21,533.86,70
10781,Central,Printer,2021,13635.92,2152.88,62
10782,Central,Mouse,2021,2546.14,451.13,137
10783,Central,Switch,2022,2826.48,528.49,37
10784,East,HardDrive,2020,12622.98,2688.73,80
10785,Central,Printer,2020,9800.45,1977.78,40
10786,Northwest,SSD,2021,5103.08,1217.94,61
10787,West,SSD,2020,5877.8,1316.28,100
10788,Southwest,Switch,2020,3235.66,775.68,23
10789,Southeast,CPU,2021,9557.66,1862.85,28
10790,Northwest,Tablet,2020,20209.71,4108.93,26
10791,Northwest,Scanner,2022,6106.82,952.92,52
10792,West,Keyboard,2021,1731.97,402.88,126
10793,East,Camera,2021,18508.19,3950.19,65
10794,North,Camera,2024,30634.0,5528.27,74
10795,Central,GPU,2024,9380.86,2250.17,39
10796,Northeast,Headphones,2023,4863.09,1106.65,90
10797,Southwest,Modem,2020,3647.39,640.31,64
10798,South,Scanner,2022,3741.35,712.57,69
10799,North,Speaker,2022,3450.66,642.95,65
10800,Northeast,RAM,2024,4129.99,862.99,87
10801,North,Camera,2022,24381.56,5931.86,55
10802,Northeast,RAM,2022,2763.8,624.31,33
10803,South,Keyboard,2021,1651.76,383.25,87
10804,South,Phone,2020,17661.95,4271.33,58
10805,Northwest,Switch,2021,4248.06,959.95,93
10806,Northwest,Headphones,2020,5045.95,1157.3,182
10807,West,Headphones,2020,2025.19,492.53,86
10808,Southeast,Monitor,2020,10505.19,1873.53,58
10809,Southeast,RAM,2024,4051.59,611.61,52
10810,Southeast,Scanner,2020,3357.5,796.56,91
10811,North,Mouse,2024,4865.55,890.76,69
10812,Northeast,Headphones,2024,3291.21,618.1,87
10813,West,Camera,2024,10901.68,2478.75,93
10814,Northeast,Printer,2024,14113.03,2624.59,92
10815,East,Laptop,2022,18864.66,3818.29,13
10816,Northwest,Headphones,2021,3770.95,598.67,97
10817,North,HardDrive,2023,6758.8,1100.76,43
10818,West,Tablet,2020,27281.07,5196.48,19
10819,Northwest,Tablet,2022,8607.31,1350.8,59
10820,North,Laptop,2024,19203.8,3582.17,43
10821,Southeast,Phone,2021,9224.6,2010.3,42
10822,Northeast,CPU,2024,7097.97,1416.01,62
10823,Southeast,HardDrive,2024,14930.7,2546.05,26
10824,Northeast,Camera,2024,19288.3,4803.01,71
10825,Northwest,Modem,2020,5598.36,1108.91,100
10826,West,Modem,2024,7087.91,1400.24,38
10827,Southeast,Mouse,2021,4056.72,658.21,197
10828,Central,Router,2022,8593.89,1449.19,63
10829,Northwest,SSD,2021,5030.85,1064.63,98
10830,Northwest,Mouse,2024,2499.78,483.64,146
10831,East,GPU,2022,13645.31,2473.12,29
10832,Central,RAM,2023,8995.81,2188.17,57
10833,Northeast,CPU,2024,6285.73,1279.93,68
10834,Southeast,Laptop,2024,28269.99,6845.59,43
10835,North,CPU,2021,6316.76,1325.52,56
10836,Central,SSD,2020,13669.55,3350.25,65
10837,East,Speaker,2021,7043.68,1497.78,64
10838,Northeast,Tablet,2022,9550.45,2157.59,22
10839,North,RAM,2024,8363.88,2026.17,80
10840,Southwest,Mouse,2021,5284.55,1043.15,100
10841,West,Tablet,2020,26239.86,6349.18,59
10842,West,Router,2021,1138.35,269.46,36
10843,Southeast,Webcam,2024,7436.18,1461.53,54
10844,West,Router,2020,3225.38,683.58,86
10845,West,Camera,2023,9699.98,2120.44,34
10846,Northwest,Speaker,2020,4918.45,757.31,95
10847,Central,Modem,2020,6778.53,1367.28,69
10848,Northeast,Keyboard,2021,1648.81,393.38,120
10849,East,CPU,2023,12400.29,2825.57,77
10850,Central,Router,2024,8196.39,1396.93,68
10851,Central,Router,2020,1916.95,430.47,90
10852,South,Phone,2023,23064.88,4052.6,17
10853,Northwest,Switch,2022,8455.48,2075.52,98
10854,Southeast,SSD,2021,7054.1,1104.03,38
10855,Northwest,Mouse,2022,5080.17,1247.35,80
10856,Southeast,Webcam,2023,6653.19,1155.58,46
10857,Southeast,Camera,2020,17237.66,3586.92,24
10858,West,Modem,2021,7748.77,1659.62,27
10859,Central,Monitor,2024,25535.41,4329.79,41
10860,Central,Speaker,2022,2839.21,435.7,21
10861,West,Webcam,2024,2365.01,580.93,81
10862,North,RAM,2021,7125.37,1657.61,39
10863,Southwest,Camera,2020,9583.89,1921.41,49
10864,Northwest,Keyboard,2023,6537.02,1456.05,120
10865,Southwest,Monitor,2021,30796.04,6609.46,41
10866,Southeast,Monitor,2021,12157.77,2828.19,53
10867,Southwest,Laptop,2021,9317.0,1967.88,21
10868,Northeast,Router,2021,5385.32,854.85,22
10869,East,Monitor,2022,17821.13,4443.38,10
10870,Central,Mouse,2021,6038.65,949.34,175
10871,Southeast,Monitor,2021,24227.94,4228.71,24
10872,Central,Webcam,2022,2619.88,591.59,46
10873,South,HardDrive,2023,10698.96,2020.28,34
10874,Central,Phone,2023,21814.18,4214.04,38
10875,North,HardDrive,2023,6092.02,1068.84,35
10876,Southwest,Headphones,2022,1455.09,227.6,97
10877,South,Laptop,2023,27459.97,6459.26,14
10878,North,Router,2022,4242.63,849.96,20
10879,North,CPU,2022,5019.63,1147.81,52
10880,Northeast,Monitor,2023,12246.45,2213.25,36
10881,Northeast,Camera,2023,5015.91,861.63,85
10882,Northwest,GPU,2024,7123.8,1198.96,48
10883,East,Camera,2023,20071.31,3059.93,90
10884,Northeast,Headphones,2022,1993.69,453.4,177
10885,North,Monitor,2021,22058.18,5192.12,53
10886,East,Monitor,2022,23835.27,5781.22,18
10887,Central,RAM,2024,6980.15,1048.04,84
10888,Northwest,Monitor,2021,8664.79,1649.99,45
10889,Southeast,Laptop,2022,8521.04,2129.15,14
10890,East,Router,2020,1516.52,333.4,20
10891,Southwest,Monitor,2020,12703.33,2893.2,34
10892,Northwest,Printer,2023,23023.71,4630.64,44
10893,Central,CPU,2021,5598.61,970.16,96
10894,West,Scanner,2024,2664.28,517.32,93
10895,North,RAM,2022,5339.25,1274.94,30
10896,Northwest,Modem,2020,3258.21,583.8,93
10897,Southwest,Printer,2021,8452.34,1489.13,70
10898,Southwest,Camera,2020,24348.01,3897.35,88
10899,Southwest,Laptop,2024,24226.96,5993.4,50
10900,East,Router,2021,2934.19,615.91,75
10901,East,Laptop,2022,23315.09,3543.82,32
10902,East,Keyboard,2023,7008.72,1128.62,67
10903,Southeast,GPU,2023,7061.92,1549.64,43
10904,Central,HardDrive,2020,10603.86,1952.81,94
10905,Southwest,HardDrive,2021,10691.98,1714.08,69
10906,Northwest,Phone,2024,9046.39,2057.26,42
10907,Northeast,RAM,2022,1222.93,280.41,57
10908,West,Keyboard,2024,1252.58,286.43,190
10909,Northeast,Modem,2021,2995.65,739.57,86
10910,Southwest,Modem,2022,6377.58,1335.89,27
10911,South,Speaker,2022,2618.4,427.64,100
10912,Northwest,Mouse,2024,7309.21,1369.94,166
10913,East,Mouse,2020,6874.77,1192.31,190
10914,Southeast,GPU,2020,11749.44,2083.64,60
10915,West,RAM,2021,1046.68,206.09,72
10916,Northwest,Keyboard,2021,7219.06,1749.94,114
10917,South,Keyboard,2022,3059.31,754.76,77
10918,East,HardDrive,2020,9852.16,1857.83,42
10919,North,Switch,2021,5701.5,1401.09,55
10920,Northwest,Laptop,2024,29393.6,7205.16,40
10921,Central,Webcam,2020,5247.59,863.3,95
10922,East,Webcam,2021,5032.23,1094.14,66
10923,Northeast,Modem,2022,4276.83,925.76,35
10924,South,Phone,2020,7184.51,1378.98,30
10925,Northeast,Webcam,2021,1432.79,251.03,81
10926,Central,Headphones,2024,3220.45,533.91,165
10927,North,HardDrive,2022,16076.53,2776.79,99
10928,East,Scanner,2021,2772.48,485.36,36
10929,West,Tablet,2024,21961.56,4927.95,14
10930,North,Router,2021,6009.43,946.89,35
10931,Southeast,Switch,2024,7453.57,1298.96,47
10932,Northeast,Printer,2021,13913.36,3396.65,83
10933,South,Tablet,2024,15887.83,2729.75,42
10934,Central,Mouse,2022,7050.07,1384.58,51
10935,Central,GPU,2020,14013.79,2261.74,79
10936,West,Tablet,2021,12836.89,2653.37,31
10937,North,GPU,2023,6030.34,1053.14,54
10938,North,Webcam,2024,9032.44,2005.24,51
10939,Southeast,GPU,2024,5972.5,1013.28,77
10940,Southeast,HardDrive,2021,13917.98,2542.08,87
10941,North,Speaker,2024,2839.88,662.05,94
10942,Southeast,GPU,2022,12613.79,1977.61,86
10943,Southeast,Laptop,2022,25345.73,4688.94,36
10944,Northwest,Printer,2023,12484.99,3113.12,43
10945,Northwest,Headphones,2020,1205.58,228.03,168
10946,North,Printer,2024,23007.96,5371.69,87
10947,North,Printer,2024,28009.0,4596.01,57
10948,Central,Modem,2023,3140.56,677.93,82
10949,West,SSD,2020,7407.14,1692.03,34
10950,West,Laptop,2021,21241.46,3209.43,27
10951,South,CPU,2020,11948.04,2351.31,62
10952,Northwest,CPU,2023,5432.58,1088.78,42
10953,Northwest,Keyboard,2021,3788.58,896.14,131
10954,Northeast,HardDrive,2024,6264.33,1292.87,51
10955,East,Tablet,2021,9751.78,2266.98,42
10956,Southeast,Switch,2024,6706.62,1051.61,71
10957,Southwest,Laptop,2023,8345.53,1509.3,54
10958,Northeast,HardDrive,2021,5902.87,1128.05,63
10959,Southeast,Printer,2022,12046.71,2489.52,85
10960,South,Mouse,2022,2948.39,533.4,143
10961,West,Scanner,2023,6993.16,1176.74,47
10962,North,RAM,2020,8101.07,1802.62,94
10963,West,Printer,2022,16610.83,3934.92,95
10964,North,HardDrive,2021,11147.24,2007.04,61
10965,West,Camera,2024,14525.05,3235.32,95
10966,South,Modem,2024,7180.39,1589.91,43
10967,Northwest,Monitor,2022,14964.2,2921.87,40
10968,East,Tablet,2023,17017.78,4157.19,37
10969,South,Modem,2020,4397.37,744.41,90
10970,West,Speaker,2024,1915.46,384.41,23
10971,Northeast,Tablet,2022,31846.44,4816.59,30
10972,Northwest,RAM,2021,3573.7,561.6,34
10973,West,Speaker,2023,6293.37,1001.69,53
10974,Central,Laptop,2020,22371.28,4628.6,48
10975,Southeast,Scanner,2021,1786.24,298.55,82
10976,South,Monitor,2020,23081.13,4272.32,12
10977,Southwest,Webcam,2021,921.3,225.35,20
10978,North,Switch,2024,8426.61,1556.38,40
10979,West,Phone,2020,12557.91,1911.52,28
10980,East,Tablet,2022,27188.73,4104.42,20
10981,Southeast,Scanner,2024,2924.32,460.67,71
10982,Northwest,Tablet,2022,15326.99,3242.26,19
10983,North,Laptop,2024,23526.8,5150.74,53
10984,Northwest,Speaker,2021,1629.23,281.24,69
10985,Central,Printer,2023,17204.89,2614.48,95
10986,South,Tablet,2020,27722.74,5968.49,43
10987,West,Webcam,2023,1920.81,464.1,80
10988,Southeast,Switch,2021,1056.68,221.35,78
10989,Northwest,GPU,2021,6872.68,1150.69,52
10990,Southeast,Laptop,2023,14054.58,2814.84,10
10991,South,Modem,2022,1391.96,275.31,55
10992,Northwest,Webcam,2020,2786.46,695.5,100
10993,Southeast,Monitor,2022,19718.11,3802.44,56
10994,North,GPU,2023,13409.87,2246.95,22
10995,West,CPU,2020,11629.64,1886.34,96
10996,Northwest,Mouse,2022,4266.9,1050.45,135
10997,Central,Scanner,2020,6736.18,1347.68,21
10998,West,HardDrive,2021,4413.0,914.96,23
10999,Central,Keyboard,2024,8224.81,1771.01,192
11000,East,CPU,2023,3653.74,652.19,40
11001,North,RAM,2023,3684.3,664.97,37
11002,East,Monitor,2022,20178.49,4994.37,22
11003,Northwest,Switch,2024,2143.13,348.98,51
11004,Southeast,Monitor,2022,16229.49,3919.48,55
11005,East,GPU,2024,10493.13,2421.38,65
11006,Northeast,Camera,2024,11366.0,2199.98,64
11007,Central,Keyboard,2021,9101.28,1392.68,170
11008,Central,Printer,2021,11144.12,2305.37,20
11009,East,Tablet,2021,13630.23,2364.77,57
11010,Northwest,Laptop,2021,12989.07,2793.34,18
11011,Southeast,SSD,2024,13182.61,3025.95,43
11012,Southwest,Laptop,2020,26089.51,4072.91,58
11013,South,Laptop,2024,16241.45,2475.48,34
11014,Northwest,HardDrive,2023,7301.14,1197.02,90
11015,Southwest,Headphones,2023,4182.51,795.98,125
11016,East,Monitor,2023,25915.05,6450.67,52
11017,Northwest,Phone,2021,22217.01,5423.23,56
11018,Central,Camera,2023,27643.64,6816.59,57
11019,East,Headphones,2024,1616.86,347.47,161
11020,South,CPU,2020,10589.77,2519.67,33
11021,Northwest,Scanner,2022,3734.93,826.86,60
11022,West,HardDrive,2020,2972.01,478.75,24
11023,East,Headphones,2021,8057.77,1337.7,146
11024,Central,Keyboard,2020,5375.4,873.99,170
11025,North,Camera,2024,28071.57,6234.82,48
11026,Southwest,Printer,2024,5913.15,1142.31,61
11027,Northwest,Keyboard,2023,5086.82,1011.96,106
11028,South,GPU,2020,3861.04,611.32,64
11029,Northeast,Printer,2020,17754.88,4001.28,56
11030,Southeast,HardDrive,2020,7067.77,1120.83,83
11031,South,HardDrive,2022,10782.88,2569.2,22
11032,Northwest,GPU,2021,5893.47,1102.1,50
11033,Northwest,Camera,2023,8421.89,1846.79,76
11034,Southwest,Tablet,2020,19669.44,4749.94,48
11035,West,Monitor,2024,20772.7,4723.49,21
11036,South,SSD,2023,5383.71,1131.4,69
11037,West,CPU,2022,13584.77,2420.74,37
11038,Central,Headphones,2022,6442.1,1502.72,101
11039,Central,Tablet,2023,34091.3,6508.9,29
11040,Central,Scanner,2024,2997.68,483.08,22
11041,Northeast,Scanner,2022,6751.77,1627.38,98
11042,Southwest,Laptop,2020,23873.84,4663.69,60
11043,East,RAM,2023,5064.01,1142.04,71
11044,Southeast,Laptop,2023,12837.8,2820.11,57
11045,Northwest,Monitor,2020,19294.21,3883.57,36
11046,Northeast,Speaker,2020,2235.16,441.74,37
11047,West,Keyboard,2022,4394.67,1006.38,61
11048,East,Laptop,2023,21084.87,4190.39,37
11049,Southwest,Modem,2022,4349.25,742.26,49
11050,Central,Printer,2023,24677.26,4639.7,41
11051,West,Router,2024,3829.66,669.34,90
11052,Southwest,Monitor,2021,8594.39,2113.16,49
11053,Northwest,HardDrive,2023,11488.46,2460.62,52
11054,North,Printer,2024,21070.79,3224.85,96
11055,East,Webcam,2020,8441.5,2057.89,35
11056,South,Webcam,2022,4525.59,1038.74,42
11057,East,Modem,2024,2198.83,418.93,53
11058,Southeast,Laptop,2022,20968.45,5072.86,24
11059,West,RAM,2021,5209.38,1161.78,39
11060,Northwest,RAM,2023,6971.04,1516.46,69
11061,West,Monitor,2022,9502.85,2131.88,12
11062,West,GPU,2023,12648.79,2293.73,58
11063,South,Phone,2020,6631.56,1380.59,34
11064,Northwest,HardDrive,2021,9483.27,1588.36,50
11065,Northwest,Scanner,2023,3685.27,675.96,88
11066,Central,CPU,2023,7361.29,1327.56,20
11067,Southeast,Monitor,2020,9101.16,1493.68,20
11068,Central,Laptop,2023,27214.18,5393.44,34
11069,South,GPU,2024,10571.81,1988.86,65
11070,West,Camera,2024,10804.3,1841.12,25
11071,Northwest,Scanner,2023,3453.04,584.64,25
11072,Northwest,Modem,2023,2544.52,444.41,93
11073,Southwest,Printer,2020,14835.08,2359.52,81
11074,Northeast,HardDrive,2024,11375.56,1905.85,37
11075,North,GPU,2024,16195.02,2694.76,66
11076,South,Tablet,2020,29926.37,7443.02,32
11077,Northeast,Scanner,2023,5394.39,839.53,56
11078,Northwest,Webcam,2024,3873.13,956.1,36
11079,Southeast,Laptop,2024,18652.74,3309.51,17
11080,Southwest,Headphones,2024,3642.22,579.5,185
11081,West,Mouse,2020,3469.6,781.52,85
11082,Northwest,RAM,2020,1428.53,260.97,24
11083,Southeast,RAM,2023,2670.57,654.97,56
11084,South,GPU,2023,6149.32,1114.14,33
11085,Central,Printer,2023,16755.56,2561.89,66
11086,Northwest,CPU,2021,6014.9,1342.41,89
11087,West,CPU,2022,10057.77,2050.85,64
11088,West,SSD,2024,5826.85,1092.63,54
11089,South,GPU,2022,4528.16,1025.53,71
11090,West,Monitor,2024,28569.33,4798.37,43
11091,Southwest,GPU,2024,12347.45,2484.98,92
11092,Southwest,Modem,2021,4841.02,1078.77,98
11093,Northeast,Router,2024,5488.43,1224.27,86
11094,Northeast,GPU,2023,9183.22,1486.26,68
11095,West,Scanner,2024,4731.19,1096.59,54
11096,Southeast,Laptop,2020,8706.2,1407.2,15
11097,Southeast,Scanner,2021,6568.66,1231.72,58
11098,South,Laptop,2021,14631.35,2268.59,44
11099,West,Speaker,2024,8620.32,1841.21,90
11100,Southeast,Laptop,2024,13847.23,2598.29,21
11101,Northwest,Camera,2024,10169.65,2513.17,22
11102,Southwest,Modem,2020,3592.77,897.44,99
11103,South,HardDrive,2024,6676.13,1650.17,32
11104,Southeast,Mouse,2024,6753.95,1308.4,65
11105,Southwest,CPU,2024,7011.08,1223.5,44
11106,Southwest,HardDrive,2021,9633.1,2106.53,26
11107,South,CPU,2023,6088.29,967.9,41
11108,North,Tablet,2023,15377.9,2913.12,14
11109,Northwest,Scanner,2020,5933.03,1022.07,90
11110,East,Modem,2021,3389.22,815.84,22
11111,Northeast,RAM,2023,2689.99,520.93,43
11112,West,Tablet,2023,18576.04,3069.22,56
11113,Southwest,Router,2021,4702.1,1103.17,55
11114,East,Router,2023,2569.97,623.65,99
11115,South,Phone,2021,25931.67,3959.78,21
11116,West,HardDrive,2020,13794.07,3107.58,72
11117,North,GPU,2021,4823.06,944.48,51
11118,West,Router,2020,2010.32,345.28,90
11119,South,RAM,2024,3113.29,663.64,94
11120,Northwest,Webcam,2020,6868.27,1633.7,40
11121,West,SSD,2022,11852.6,1956.83,22
11122,Southwest,Modem,2020,2392.74,566.37,48
11123,Northwest,Laptop,2024,9084.88,1457.76,29
11124,Southwest,Scanner,2022,2808.85,618.65,62
11125,West,Camera,2024,15481.71,3621.69,44
11126,East,Switch,2022,1514.14,229.1,42
11127,Southeast,Keyboard,2024,3509.63,713.6,106
11128,Southwest,Scanner,2022,6280.04,981.17,26
11129,North,Router,2023,8991.5,1409.83,45
11130,Central,Switch,2024,7799.55,1659.67,23
11131,Southwest,Webcam,2023,1289.59,280.18,83
11132,Central,HardDrive,2021,11682.74,1999.86,24
11133,Southwest,RAM,2024,6404.27,1056.15,63
11134,West,RAM,2023,4042.58,885.19,27
11135,Northwest,Headphones,2022,6921.59,1108.99,54
11136,Southeast,GPU,2021,4393.88,1063.57,84
11137,East,Headphones,2023,6774.13,1417.41,145
11138,West,Scanner,2021,6506.56,994.98,72
11139,Southwest,SSD,2020,9087.17,1688.78,41
11140,Southwest,Modem,2022,3787.91,635.03,89
11141,North,Webcam,2021,8193.7,1260.47,44
11142,Southwest,Monitor,2020,9119.01,1939.53,50
11143,North,Speaker,2020,1310.02,209.24,92
11144,Northeast,Laptop,2020,29630.9,6097.03,40
11145,East,Router,2022,4175.67,668.85,78
11146,Northeast,Tablet,2020,19284.15,4671.24,56
11147,Northeast,Printer,2020,18000.43,4016.17,50
11148,Northwest,Printer,2021,13759.99,3430.31,39
11149,Northeast,RAM,2024,1762.31,366.76,60
11150,Northwest,Scanner,2023,3034.67,616.86,74
11151,Northeast,Router,2021,5910.4,1120.57,46
11152,East,RAM,2024,5587.25,982.27,88
11153,Northwest,RAM,2024,2894.56,686.93,83
11154,East,Switch,2021,7410.33,1210.52,90
11155,East,SSD,2020,15617.47,2593.53,47
11156,South,Scanner,2021,7463.07,1147.89,39
11157,Northeast,Tablet,2020,8345.15,1898.86,46
